post_id,creator_handle,creator_category,followers_at_post,post_date,post_hour,content_format,video_length_sec,hashtag_count,views,likes,comments,shares,avg_watch_time_sec,completion_rate_pct
TT0263,nateexplains,studytok,25682,2025-09-11,18,vlog,27,3,33325,1310,139,123,16.2,56.7
TT0264,nateexplains,studytok,25999,2025-09-14,23,tutorial,32,1,12617,500,62,46,16.0,45.7
TT0265,nateexplains,studytok,26595,2025-09-17,16,challenge,40,3,19657,1607,174,319,33.0,79.7
TT0266,nateexplains,studytok,26746,2025-09-18,15,storytime,45,0,19212,1071,103,110,19.3,44.6
TT0267,nateexplains,studytok,27128,2025-09-25,19,storytime,22,2,12926,681,83,63,15.9,72.4
TT0268,nateexplains,studytok,27281,2025-09-26,17,challenge,26,5,11344,758,64,135,15.6,65.6
TT0269,nateexplains,studytok,27511,2025-09-30,18,storytime,30,3,18200,1213,106,170,13.9,50.3
TT0270,nateexplains,studytok,27971,2025-10-01,1,tutorial,40,5,8500,368,27,34,25.1,61.4
TT0271,nateexplains,studytok,28111,2025-10-03,16,challenge,48,3,32103,1584,215,281,29.8,58.3
TT0272,nateexplains,studytok,28163,2025-10-10,12,vlog,43,3,34404,2166,163,277,28.1,64.5
TT0273,nateexplains,studytok,28815,2025-10-11,16,storytime,35,3,36480,1834,74,143,26.8,73.9
TT0274,nateexplains,studytok,29348,2025-10-20,19,challenge,39,5,14325,816,109,142,28.6,67.0
TT0275,nateexplains,studytok,29537,2025-10-22,18,tutorial,20,5,6519,317,27,35,14.0,73.9
TT0276,nateexplains,studytok,30191,2025-10-26,22,tutorial,26,4,19314,1050,68,117,14.9,55.8
TT0277,nateexplains,studytok,30909,2025-10-29,6,tutorial,24,4,25669,1487,48,152,15.6,70.0
TT0278,nateexplains,studytok,30543,2025-11-02,18,listicle,49,3,16066,862,77,105,26.2,51.5
TT0279,nateexplains,studytok,31143,2025-11-04,17,vlog,43,3,15770,845,72,55,34.9,75.8
TT0280,nateexplains,studytok,31173,2025-11-05,19,storytime,46,3,12977,706,50,57,27.4,60.0
TT0281,oliveoutfits,fashion,24801,2025-09-04,1,tutorial,53,4,15000,901,30,93,29.5,59.6
TT0282,oliveoutfits,fashion,24918,2025-09-06,18,before_after,12,3,23320,1683,104,140,9.7,87.5
TT0283,oliveoutfits,fashion,25868,2025-09-09,18,tutorial,29,3,10100,567,47,50,22.0,73.4
TT0284,oliveoutfits,fashion,25253,2025-09-10,3,before_after,27,3,18177,1288,49,90,18.2,69.4
TT0285,oliveoutfits,fashion,25963,2025-09-11,20,vlog,21,4,3821,241,8,17,16.1,70.8
TT0286,oliveoutfits,fashion,25900,2025-09-12,21,challenge,34,3,22436,1660,38,189,23.6,71.9
TT0287,oliveoutfits,fashion,26276,2025-09-19,10,challenge,36,4,15262,1309,97,150,23.1,64.2
TT0288,oliveoutfits,fashion,26896,2025-09-23,17,review,36,3,3720,131,9,13,16.9,51.2
TT0289,oliveoutfits,fashion,26948,2025-09-26,20,vlog,30,5,6223,383,31,45,18.6,63.9
TT0290,oliveoutfits,fashion,26722,2025-09-28,20,before_after,15,3,9533,717,23,56,11.9,74.7
TT0291,oliveoutfits,fashion,27556,2025-10-03,20,review,51,2,7680,481,37,46,32.1,63.3
TT0292,oliveoutfits,fashion,27209,2025-10-09,19,challenge,47,2,21870,1388,64,233,29.6,62.5
TT0293,oliveoutfits,fashion,27518,2025-10-13,19,tutorial,29,3,29488,2838,63,194,26.4,84.4
TT0294,oliveoutfits,fashion,27754,2025-10-21,19,before_after,33,6,18825,1071,62,183,27.5,91.3
TT0295,oliveoutfits,fashion,28347,2025-10-23,2,tutorial,20,4,19340,1233,67,175,13.7,67.7
TT0296,oliveoutfits,fashion,28689,2025-10-26,6,tutorial,27,4,6501,461,20,45,11.9,48.3
TT0297,oliveoutfits,fashion,28359,2025-10-29,19,vlog,51,2,10757,609,21,64,29.3,56.3
TT0298,oliveoutfits,fashion,29242,2025-10-31,16,review,26,3,8365,383,12,48,20.5,75.5
TT0299,oliveoutfits,fashion,29114,2025-11-05,20,review,47,5,16294,1040,65,91,32.9,66.4
TT0300,oliveoutfits,fashion,29547,2025-11-06,21,challenge,33,7,29841,1780,144,296,23.6,76.1
TT0301,pixelwithpaz,gaming,25107,2025-09-07,11,listicle,36,5,6655,345,25,50,22.7,58.2
TT0302,pixelwithpaz,gaming,25248,2025-09-16,21,review,36,3,18936,1272,55,127,26.2,79.3
TT0303,pixelwithpaz,gaming,25008,2025-09-20,22,listicle,30,5,21453,1304,48,124,18.2,62.2
TT0304,pixelwithpaz,gaming,25665,2025-09-23,19,review,31,2,16123,917,105,63,18.3,60.2
TT0305,pixelwithpaz,gaming,25618,2025-09-28,21,challenge,40,4,28135,1430,125,297,29.6,71.1
TT0306,pixelwithpaz,gaming,25253,2025-09-29,20,challenge,28,2,11588,695,53,108,17.8,69.6
TT0307,pixelwithpaz,gaming,25653,2025-09-30,20,storytime,35,5,14852,862,54,108,20.9,61.6
TT0308,pixelwithpaz,gaming,25463,2025-10-02,23,listicle,22,4,12100,621,49,60,15.9,69.7
TT0309,pixelwithpaz,gaming,25679,2025-10-03,19,duet,24,5,23535,1359,135,223,16.3,72.3
TT0310,pixelwithpaz,gaming,25511,2025-10-06,19,listicle,24,4,13054,957,51,109,18.6,72.8
TT0311,pixelwithpaz,gaming,26243,2025-10-09,9,listicle,38,3,5669,155,20,32,16.0,44.4
TT0312,pixelwithpaz,gaming,26201,2025-10-10,21,challenge,43,5,11727,671,32,76,19.9,46.4
TT0313,pixelwithpaz,gaming,25988,2025-10-15,23,challenge,40,5,31428,2257,293,288,22.3,59.9
TT0314,pixelwithpaz,gaming,26224,2025-10-22,22,challenge,38,4,27592,958,129,170,24.8,59.5
TT0315,pixelwithpaz,gaming,26479,2025-10-24,21,duet,26,2,21511,1129,138,182,20.1,76.7
TT0316,pixelwithpaz,gaming,26017,2025-10-25,21,listicle,32,3,24682,1133,82,143,17.9,60.6
TT0317,pixelwithpaz,gaming,26696,2025-10-29,21,storytime,30,2,14793,643,53,47,19.5,65.7
TT0318,pixelwithpaz,gaming,26708,2025-11-03,16,review,41,3,12695,603,65,63,19.9,47.5
TT0319,pixelwithpaz,gaming,26352,2025-11-06,20,challenge,59,4,3799,271,26,25,35.7,59.1
TT0320,pixelwithpaz,gaming,26709,2025-11-07,2,listicle,19,3,6042,415,48,62,14.9,79.2
TT0321,quinnfitness,fitness,41875,2025-09-01,7,storytime,29,4,39346,1906,182,139,25.0,80.2
TT0322,quinnfitness,fitness,42252,2025-09-06,6,storytime,27,3,88435,5218,267,664,16.6,60.8
TT0323,quinnfitness,fitness,42692,2025-09-08,6,vlog,29,4,13083,764,76,85,16.6,63.1
TT0324,quinnfitness,fitness,43302,2025-09-13,7,storytime,44,5,19730,1024,78,161,31.4,69.8
TT0325,quinnfitness,fitness,43881,2025-09-15,6,tutorial,28,1,24955,1254,74,90,17.4,67.1
TT0326,quinnfitness,fitness,43670,2025-09-16,6,vlog,25,3,10925,425,38,34,15.8,68.3
TT0327,quinnfitness,fitness,44300,2025-09-21,7,before_after,10,2,36781,2758,144,194,8.2,80.1
TT0328,quinnfitness,fitness,45027,2025-09-22,4,storytime,34,4,21706,1645,78,72,17.9,51.6
TT0329,quinnfitness,fitness,45729,2025-09-23,7,vlog,33,2,19379,1135,69,103,21.6,66.0
TT0330,quinnfitness,fitness,46567,2025-09-26,7,storytime,16,2,45295,2639,147,231,11.0,67.2
TT0331,quinnfitness,fitness,46837,2025-09-28,8,vlog,31,4,17677,1278,28,111,16.6,58.6
TT0332,quinnfitness,fitness,46665,2025-10-01,7,before_after,16,1,29981,2420,198,154,15.7,90.8
TT0333,quinnfitness,fitness,46460,2025-10-02,16,vlog,36,3,20241,1189,74,153,20.0,52.1
TT0334,quinnfitness,fitness,47324,2025-10-04,8,tutorial,33,4,20179,948,65,124,25.3,74.3
TT0335,quinnfitness,fitness,49079,2025-10-05,5,storytime,40,4,68594,4329,242,665,27.3,72.5
TT0336,quinnfitness,fitness,48535,2025-10-20,7,storytime,30,0,39708,2837,136,227,20.2,65.0
TT0337,quinnfitness,fitness,48533,2025-10-27,18,tutorial,32,5,63324,3724,264,373,21.1,62.8
TT0338,quinnfitness,fitness,49895,2025-10-28,17,vlog,27,4,24468,1886,111,146,18.6,75.6
TT0339,quinnfitness,fitness,49704,2025-11-01,6,challenge,49,5,22653,1344,88,117,27.5,57.4
TT0340,quinnfitness,fitness,49233,2025-11-08,7,before_after,20,4,18842,1419,100,190,17.2,91.5
TT0341,rayreviews,fashion,65565,2025-09-05,21,challenge,22,4,38137,2037,157,442,17.1,71.4
TT0342,rayreviews,fashion,65226,2025-09-07,20,before_after,12,3,18738,1488,125,136,9.9,77.8
TT0343,rayreviews,fashion,65654,2025-09-09,21,review,54,4,45852,2037,154,147,28.5,52.0
TT0344,rayreviews,fashion,65379,2025-09-14,4,before_after,25,3,29722,2396,64,292,21.8,87.3
TT0345,rayreviews,fashion,66354,2025-09-21,17,before_after,23,2,43355,3652,199,278,14.9,67.5
TT0346,rayreviews,fashion,66361,2025-09-27,17,challenge,39,3,44690,2959,114,370,21.3,52.9
TT0347,rayreviews,fashion,65809,2025-09-29,8,challenge,34,2,20048,1446,52,214,25.2,79.4
TT0348,rayreviews,fashion,66156,2025-10-02,9,before_after,30,5,50252,3157,72,373,22.8,81.3
TT0349,rayreviews,fashion,66321,2025-10-04,20,tutorial,33,1,38252,2394,143,228,18.9,53.0
TT0350,rayreviews,fashion,65622,2025-10-05,21,vlog,38,4,37942,2439,174,271,20.8,50.9
TT0351,rayreviews,fashion,67319,2025-10-17,19,challenge,17,3,27183,1907,107,227,14.5,79.4
TT0352,rayreviews,fashion,68018,2025-10-20,0,tutorial,43,2,34960,2692,109,244,26.4,59.0
TT0353,rayreviews,fashion,67505,2025-10-25,18,challenge,49,5,77115,4854,410,700,26.7,54.8
TT0354,rayreviews,fashion,66297,2025-10-26,19,review,36,5,50119,2820,70,406,25.5,65.1
TT0355,rayreviews,fashion,66961,2025-10-27,19,challenge,51,5,102964,8236,374,1110,26.8,49.8
TT0356,rayreviews,fashion,68443,2025-11-01,18,before_after,18,2,14923,868,64,120,13.2,74.4
TT0357,rayreviews,fashion,67528,2025-11-05,15,challenge,36,4,93715,5466,317,898,20.0,57.8
TT0358,rayreviews,fashion,68732,2025-11-06,17,before_after,20,2,55118,4204,399,810,17.7,83.3
TT0359,rayreviews,fashion,68454,2025-11-07,18,review,38,3,33984,1826,112,289,23.5,62.3
TT0360,rayreviews,fashion,67377,2025-11-08,19,vlog,31,3,24320,1674,122,106,22.3,77.1
TT0361,samisnacks,food,64934,2025-09-01,18,vlog,15,3,56961,3904,173,297,13.0,89.6
TT0362,samisnacks,food,64846,2025-09-02,18,review,34,2,17307,1324,34,134,21.2,64.9
TT0363,samisnacks,food,67771,2025-09-06,10,before_after,16,3,63267,4650,541,351,10.0,65.6
TT0364,samisnacks,food,68587,2025-09-11,18,before_after,31,1,39912,2239,169,358,21.9,73.8
TT0365,samisnacks,food,69234,2025-09-19,11,review,37,0,28924,2334,86,220,20.7,61.7
TT0366,samisnacks,food,70451,2025-09-27,13,before_after,24,3,34904,2566,59,339,16.7,67.5
TT0367,samisnacks,food,72362,2025-09-28,18,tutorial,39,0,50913,3703,130,440,36.6,85.7
TT0368,samisnacks,food,72885,2025-09-29,19,vlog,25,4,48395,4134,208,251,16.6,60.4
TT0369,samisnacks,food,74861,2025-09-30,17,tutorial,38,8,32439,1977,131,126,28.2,73.2
TT0370,samisnacks,food,74238,2025-10-04,11,listicle,39,4,38177,2794,147,223,27.6,64.2
TT0371,samisnacks,food,76185,2025-10-05,20,before_after,32,0,30133,2416,115,174,20.9,61.9
TT0372,samisnacks,food,77252,2025-10-07,13,vlog,39,3,88697,3492,213,229,19.1,53.1
TT0373,samisnacks,food,78599,2025-10-11,19,vlog,28,5,52514,2703,132,181,14.9,56.5
TT0374,samisnacks,food,79063,2025-10-21,14,vlog,25,5,39343,2306,206,249,12.2,47.8
TT0375,samisnacks,food,80698,2025-10-26,12,review,26,3,23929,1661,113,155,17.1,64.4
TT0376,samisnacks,food,81292,2025-10-28,10,tutorial,42,1,21800,928,36,127,15.6,40.1
TT0377,samisnacks,food,82868,2025-10-31,1,vlog,22,5,73168,4723,157,203,13.7,62.8
TT0378,samisnacks,food,83572,2025-11-03,16,review,20,3,19337,1062,74,52,16.5,79.0
TT0379,samisnacks,food,84525,2025-11-06,12,review,33,0,18312,655,94,91,22.3,73.6
TT0380,samisnacks,food,85963,2025-11-08,11,listicle,25,3,81048,5230,270,719,16.5,64.0
TT0381,taylortips,studytok,41994,2025-09-01,20,storytime,17,6,40866,2015,167,188,9.6,53.4
TT0382,taylortips,studytok,41556,2025-09-03,11,vlog,26,2,32850,1459,150,200,14.2,59.1
TT0383,taylortips,studytok,42748,2025-09-04,17,vlog,29,2,44122,2100,136,260,20.7,68.2
TT0384,taylortips,studytok,42748,2025-09-06,18,vlog,18,1,31356,2025,109,262,16.0,81.7
TT0385,taylortips,studytok,42863,2025-09-10,21,vlog,29,2,12306,545,29,65,18.2,62.3
TT0386,taylortips,studytok,43080,2025-09-18,16,vlog,31,3,16620,1102,51,105,23.0,71.4
TT0387,taylortips,studytok,43641,2025-09-19,15,tutorial,43,3,19612,1364,116,176,18.4,46.3
TT0388,taylortips,studytok,43287,2025-09-22,11,listicle,16,4,20776,640,49,70,10.0,65.8
TT0389,taylortips,studytok,44294,2025-09-30,20,challenge,38,2,31067,1578,126,252,27.1,70.5
TT0390,taylortips,studytok,44475,2025-10-05,6,storytime,39,2,24125,1351,120,187,21.3,51.6
TT0391,taylortips,studytok,44527,2025-10-07,17,challenge,36,7,18770,723,124,119,18.7,55.3
TT0392,taylortips,studytok,44760,2025-10-08,15,storytime,22,3,9159,636,34,51,15.3,66.1
TT0393,taylortips,studytok,45225,2025-10-19,16,vlog,21,0,14391,802,73,99,16.6,80.3
TT0394,taylortips,studytok,45022,2025-10-20,17,listicle,20,4,15478,744,93,108,12.8,65.4
TT0395,taylortips,studytok,45237,2025-10-21,2,tutorial,19,2,27481,1660,183,91,11.6,64.4
TT0396,taylortips,studytok,45913,2025-10-23,20,vlog,43,3,15748,632,88,79,24.9,61.7
TT0397,taylortips,studytok,46531,2025-10-30,20,listicle,45,3,26066,1080,152,190,16.1,35.6
TT0398,taylortips,studytok,46076,2025-10-31,15,listicle,45,7,16074,857,70,176,25.3,58.0
TT0399,taylortips,studytok,46631,2025-11-05,10,storytime,43,4,20633,1065,110,102,24.9,53.7
TT0400,taylortips,studytok,46670,2025-11-07,18,listicle,26,3,9851,653,63,109,15.1,60.4
TT0401,urbanuma,comedy,95270,2025-09-04,21,challenge,40,4,62184,4700,442,895,21.0,51.5
TT0402,urbanuma,comedy,96040,2025-09-06,19,skit,23,4,134213,12953,812,721,17.3,83.3
TT0403,urbanuma,comedy,95669,2025-09-08,20,challenge,42,3,53884,4252,377,536,27.8,61.2
TT0404,urbanuma,comedy,98631,2025-09-09,20,vlog,35,2,61517,4550,397,336,20.9,59.5
TT0405,urbanuma,comedy,101224,2025-09-18,19,storytime,14,3,32604,2445,251,179,12.2,88.8
TT0406,urbanuma,comedy,100634,2025-09-21,21,skit,21,1,165417,15594,1837,1858,20.3,95.8
TT0407,urbanuma,comedy,102331,2025-09-23,1,skit,20,2,80079,7365,626,899,16.4,75.5
TT0408,urbanuma,comedy,102881,2025-09-25,18,challenge,42,5,65989,5103,398,600,23.4,56.9
TT0409,urbanuma,comedy,103420,2025-09-27,19,challenge,45,5,102653,8458,718,550,32.2,71.3
TT0410,urbanuma,comedy,105570,2025-10-02,20,duet,32,2,30544,2588,242,405,25.7,80.1
TT0411,urbanuma,comedy,106301,2025-10-04,1,storytime,26,2,98380,6719,383,451,16.1,64.8
TT0412,urbanuma,comedy,106901,2025-10-14,19,storytime,31,2,145329,11070,585,955,22.8,76.3
TT0413,urbanuma,comedy,109397,2025-10-16,20,storytime,22,3,29082,2066,154,227,17.8,80.9
TT0414,urbanuma,comedy,111215,2025-10-17,20,skit,19,3,144633,14784,1301,1506,16.7,89.9
TT0415,urbanuma,comedy,113672,2025-10-21,18,skit,29,4,25397,2263,181,197,23.7,79.3
TT0416,urbanuma,comedy,111091,2025-10-29,12,skit,33,3,99003,8088,565,759,25.9,75.7
TT0417,urbanuma,comedy,113991,2025-10-30,20,duet,37,2,222583,19665,1953,1389,31.9,85.4
TT0418,urbanuma,comedy,115477,2025-11-02,21,challenge,41,3,52372,4327,298,611,31.6,74.7
TT0419,urbanuma,comedy,114462,2025-11-06,19,vlog,44,3,55456,4108,90,286,24.7,51.6
TT0420,urbanuma,comedy,117528,2025-11-09,17,skit,22,1,60874,5693,274,313,13.4,58.6
TT0421,vibewithvic,comedy,25100,2025-09-06,15,challenge,35,7,6983,430,47,66,19.4,56.0
TT0422,vibewithvic,comedy,25131,2025-09-07,20,challenge,38,7,27337,2581,260,408,22.3,64.9
TT0423,vibewithvic,comedy,25264,2025-09-08,19,skit,16,1,23800,2424,250,251,13.5,92.2
TT0424,vibewithvic,comedy,25543,2025-09-14,3,storytime,20,2,31206,2332,185,257,15.8,75.1
TT0425,vibewithvic,comedy,25689,2025-09-19,21,challenge,31,4,27533,2713,237,348,24.4,78.2
TT0426,vibewithvic,comedy,26237,2025-09-22,12,duet,35,3,14600,824,135,139,24.6,68.1
TT0427,vibewithvic,comedy,26335,2025-10-01,20,storytime,24,6,23647,1795,130,97,15.7,63.0
TT0428,vibewithvic,comedy,26196,2025-10-12,18,skit,11,2,19293,2013,114,110,9.6,94.6
TT0429,vibewithvic,comedy,26359,2025-10-14,22,storytime,16,3,28587,2335,225,228,10.9,71.6
TT0430,vibewithvic,comedy,26524,2025-10-17,22,storytime,19,3,9841,534,64,55,10.9,62.4
TT0431,vibewithvic,comedy,26613,2025-10-20,19,skit,17,5,30239,2650,218,270,16.7,96.0
TT0432,vibewithvic,comedy,26774,2025-10-21,20,challenge,37,5,53562,4402,262,649,26.8,70.2
TT0433,vibewithvic,comedy,27310,2025-10-22,18,skit,27,3,13263,982,69,55,23.3,80.0
TT0434,vibewithvic,comedy,27413,2025-10-29,21,vlog,23,0,14165,906,78,85,14.2,57.4
TT0435,vibewithvic,comedy,27771,2025-10-30,15,challenge,38,4,8584,734,61,78,25.4,62.5
TT0436,vibewithvic,comedy,27053,2025-10-31,19,skit,22,4,18880,1536,149,168,16.0,80.0
TT0437,vibewithvic,comedy,27550,2025-11-01,19,duet,12,2,20941,1808,130,185,10.5,90.4
TT0438,vibewithvic,comedy,28117,2025-11-04,22,vlog,38,3,17162,1041,38,77,21.2,55.1
TT0439,vibewithvic,comedy,28527,2025-11-05,4,challenge,46,4,18752,1655,90,287,23.3,54.2
TT0440,vibewithvic,comedy,28010,2025-11-09,20,storytime,28,7,27049,2193,137,246,18.4,69.9
TT0441,willowwrites,studytok,42223,2025-09-01,17,storytime,23,3,15306,962,64,84,15.2,63.8
TT0442,willowwrites,studytok,42157,2025-09-08,15,challenge,32,3,16499,1256,116,119,18.6,62.9
TT0443,willowwrites,studytok,42524,2025-09-10,16,storytime,34,4,10578,474,33,21,18.4,50.5
TT0444,willowwrites,studytok,43205,2025-09-15,16,challenge,43,5,28711,1616,188,248,30.2,68.6
TT0445,willowwrites,studytok,43704,2025-09-20,16,challenge,17,4,33478,1844,122,380,13.5,82.0
TT0446,willowwrites,studytok,44380,2025-09-21,21,storytime,31,1,29445,1087,62,119,16.4,52.1
TT0447,willowwrites,studytok,44552,2025-09-25,16,storytime,36,3,23072,943,65,95,21.0,54.9
TT0448,willowwrites,studytok,46249,2025-09-29,13,listicle,34,5,18455,1113,88,208,22.1,68.0
TT0449,willowwrites,studytok,45407,2025-10-04,17,challenge,28,5,59878,3322,255,672,18.8,62.9
TT0450,willowwrites,studytok,45881,2025-10-05,18,listicle,36,4,17988,948,137,165,18.3,50.7
TT0451,willowwrites,studytok,46507,2025-10-07,13,challenge,26,3,63010,3986,303,570,18.2,66.9
TT0452,willowwrites,studytok,46279,2025-10-08,3,storytime,33,5,38342,2290,228,409,23.6,66.1
TT0453,willowwrites,studytok,47870,2025-10-09,16,listicle,27,4,36885,1559,113,256,18.1,68.7
TT0454,willowwrites,studytok,47871,2025-10-11,6,vlog,29,4,10867,394,41,40,14.6,52.0
TT0455,willowwrites,studytok,47934,2025-10-12,15,vlog,19,3,17005,885,84,164,14.6,71.5
TT0456,willowwrites,studytok,48440,2025-10-13,6,storytime,39,2,56209,2884,208,293,22.9,58.3
TT0457,willowwrites,studytok,49222,2025-10-14,16,challenge,31,5,55898,3367,417,636,14.2,50.2
TT0458,willowwrites,studytok,50294,2025-10-26,19,listicle,29,2,26562,1569,95,199,15.6,52.1
TT0459,willowwrites,studytok,50117,2025-10-28,15,storytime,32,3,64107,4778,378,247,17.9,59.7
TT0460,willowwrites,studytok,50407,2025-11-08,9,vlog,23,2,14865,816,49,110,17.2,69.4
TT0461,xenonxander,gaming,42202,2025-09-03,20,challenge,31,7,30680,2714,179,408,24.7,73.0
TT0462,xenonxander,gaming,42460,2025-09-07,18,storytime,34,3,11529,674,48,96,19.1,56.1
TT0463,xenonxander,gaming,42921,2025-09-12,21,storytime,39,3,38026,2848,184,483,25.9,68.6
TT0464,xenonxander,gaming,43029,2025-09-15,19,storytime,25,1,30618,1737,92,285,18.5,75.8
TT0465,xenonxander,gaming,42622,2025-09-18,22,review,27,0,49419,2626,96,329,20.2,76.5
TT0466,xenonxander,gaming,43693,2025-09-20,14,challenge,34,7,43365,2548,209,313,18.6,52.5
TT0467,xenonxander,gaming,45261,2025-09-25,22,challenge,36,2,66948,3751,142,526,20.8,63.9
TT0468,xenonxander,gaming,44405,2025-09-28,21,duet,11,1,23660,1170,133,181,10.8,93.7
TT0469,xenonxander,gaming,46474,2025-10-03,20,duet,28,3,24256,1534,66,173,19.8,70.1
TT0470,xenonxander,gaming,46068,2025-10-05,19,challenge,28,4,28364,2183,131,194,24.4,80.8
TT0471,xenonxander,gaming,46808,2025-10-08,21,storytime,38,1,43412,2394,311,349,21.7,53.8
TT0472,xenonxander,gaming,46839,2025-10-11,20,review,50,5,55551,2775,262,246,30.6,65.4
TT0473,xenonxander,gaming,47642,2025-10-12,22,storytime,37,2,36069,1734,126,159,22.3,62.2
TT0474,xenonxander,gaming,47353,2025-10-14,22,challenge,48,6,35018,2553,345,481,32.8,64.2
TT0475,xenonxander,gaming,48235,2025-10-19,22,storytime,29,3,52544,3881,258,189,20.9,73.5
TT0476,xenonxander,gaming,47921,2025-10-21,21,listicle,30,3,37279,2255,220,346,21.9,70.5
TT0477,xenonxander,gaming,48853,2025-10-22,17,review,29,2,12659,812,47,108,20.8,66.1
TT0478,xenonxander,gaming,50545,2025-10-27,22,duet,17,4,19896,1251,53,219,12.3,75.9
TT0479,xenonxander,gaming,50814,2025-10-29,19,listicle,29,6,10001,589,52,85,18.2,64.5
TT0480,xenonxander,gaming,50867,2025-11-09,21,duet,20,4,60353,3313,137,447,17.1,79.4
TT0481,yara.yaps,beauty,65383,2025-09-03,20,review,35,5,45124,3005,200,199,27.1,70.5
TT0482,yara.yaps,beauty,66428,2025-09-14,13,tutorial,31,3,18137,1091,51,146,17.4,62.0
TT0483,yara.yaps,beauty,66503,2025-09-18,20,review,41,3,59250,3200,210,329,22.4,57.2
TT0484,yara.yaps,beauty,65682,2025-09-19,17,listicle,33,1,45498,3442,190,554,20.6,67.5
TT0485,yara.yaps,beauty,65550,2025-09-24,19,vlog,25,4,105908,6476,217,619,15.8,64.8
TT0486,yara.yaps,beauty,65099,2025-09-29,21,vlog,29,2,42464,3238,83,427,22.6,83.0
TT0487,yara.yaps,beauty,66300,2025-10-01,20,review,31,2,16351,1042,42,121,20.1,59.0
TT0488,yara.yaps,beauty,67055,2025-10-08,17,listicle,28,5,49269,2854,168,475,24.2,83.2
TT0489,yara.yaps,beauty,68268,2025-10-13,6,before_after,23,0,15417,1363,94,172,19.9,86.4
TT0490,yara.yaps,beauty,67715,2025-10-14,20,before_after,30,3,61032,3985,244,312,20.8,69.0
TT0491,yara.yaps,beauty,69406,2025-10-16,3,tutorial,35,5,76951,4237,255,407,19.1,52.1
TT0492,yara.yaps,beauty,69384,2025-10-18,17,tutorial,28,2,22034,1271,60,55,18.5,60.1
TT0493,yara.yaps,beauty,69448,2025-10-20,17,review,24,1,39828,2378,242,265,17.8,80.6
TT0494,yara.yaps,beauty,67982,2025-10-26,17,tutorial,20,4,68052,5571,119,237,14.1,76.1
TT0495,yara.yaps,beauty,69420,2025-10-29,20,review,38,3,43091,2679,131,236,24.0,67.2
TT0496,yara.yaps,beauty,70781,2025-10-30,15,listicle,35,4,12783,859,66,138,13.7,39.4
TT0497,yara.yaps,beauty,70145,2025-11-01,18,review,47,2,47784,3378,246,496,30.4,60.6
TT0498,yara.yaps,beauty,71400,2025-11-03,19,tutorial,29,5,28591,1837,91,323,21.2,68.8
TT0499,yara.yaps,beauty,70904,2025-11-05,20,before_after,33,3,38126,2832,63,263,18.1,60.4
TT0500,yara.yaps,beauty,72159,2025-11-08,18,tutorial,32,2,76367,6607,322,317,21.7,68.3
